dataset,ticker,window_offset,split
FinCastPrice_NVDA,NVDA,261,train
FinCastPrice_NVDA,NVDA,264,train
FinCastPrice_NVDA,NVDA,267,train
FinCastPrice_NVDA,NVDA,270,train
FinCastPrice_NVDA,NVDA,273,train
FinCastPrice_NVDA,NVDA,276,train
FinCastPrice_NVDA,NVDA,279,train
FinCastPrice_NVDA,NVDA,282,train
FinCastPrice_NVDA,NVDA,285,train
FinCastPrice_NVDA,NVDA,288,train
FinCastPrice_NVDA,NVDA,291,train
FinCastPrice_NVDA,NVDA,294,train
FinCastPrice_NVDA,NVDA,297,train
FinCastPrice_NVDA,NVDA,300,train
FinCastPrice_NVDA,NVDA,303,train
FinCastPrice_NVDA,NVDA,306,train
FinCastPrice_NVDA,NVDA,309,train
FinCastPrice_NVDA,NVDA,312,train
FinCastPrice_NVDA,NVDA,318,train
FinCastPrice_NVDA,NVDA,321,train
FinCastPrice_NVDA,NVDA,324,train
FinCastPrice_NVDA,NVDA,327,train
FinCastPrice_NVDA,NVDA,330,train
FinCastPrice_NVDA,NVDA,333,train
FinCastPrice_NVDA,NVDA,336,train
FinCastPrice_NVDA,NVDA,339,train
FinCastPrice_NVDA,NVDA,342,train
FinCastPrice_NVDA,NVDA,348,train
FinCastPrice_NVDA,NVDA,351,train
FinCastPrice_NVDA,NVDA,354,train
FinCastPrice_NVDA,NVDA,357,train
FinCastPrice_NVDA,NVDA,360,train
FinCastPrice_NVDA,NVDA,363,train
FinCastPrice_NVDA,NVDA,366,train
FinCastPrice_NVDA,NVDA,369,train
FinCastPrice_NVDA,NVDA,372,train
FinCastPrice_NVDA,NVDA,375,train
FinCastPrice_NVDA,NVDA,378,train
FinCastPrice_NVDA,NVDA,381,train
FinCastPrice_NVDA,NVDA,384,train
FinCastPrice_NVDA,NVDA,387,train
FinCastPrice_NVDA,NVDA,390,train
FinCastPrice_NVDA,NVDA,393,train
FinCastPrice_NVDA,NVDA,396,train
FinCastPrice_NVDA,NVDA,402,train
FinCastPrice_NVDA,NVDA,405,train
FinCastPrice_NVDA,NVDA,408,train
FinCastPrice_NVDA,NVDA,411,train
FinCastPrice_NVDA,NVDA,414,train
FinCastPrice_NVDA,NVDA,417,train
FinCastPrice_NVDA,NVDA,420,train
FinCastPrice_NVDA,NVDA,423,train
FinCastPrice_NVDA,NVDA,426,train
FinCastPrice_NVDA,NVDA,429,train
FinCastPrice_NVDA,NVDA,432,train
FinCastPrice_NVDA,NVDA,435,train
FinCastPrice_NVDA,NVDA,438,train
FinCastPrice_NVDA,NVDA,441,train
FinCastPrice_NVDA,NVDA,444,train
FinCastPrice_NVDA,NVDA,447,train
FinCastPrice_NVDA,NVDA,450,train
FinCastPrice_NVDA,NVDA,453,train
FinCastPrice_NVDA,NVDA,456,train
FinCastPrice_NVDA,NVDA,459,train
FinCastPrice_NVDA,NVDA,462,train
FinCastPrice_NVDA,NVDA,465,train
FinCastPrice_NVDA,NVDA,468,train
FinCastPrice_NVDA,NVDA,474,train
FinCastPrice_NVDA,NVDA,477,train
FinCastPrice_NVDA,NVDA,483,train
FinCastPrice_NVDA,NVDA,486,train
FinCastPrice_NVDA,NVDA,489,train
FinCastPrice_NVDA,NVDA,492,train
FinCastPrice_NVDA,NVDA,495,train
FinCastPrice_NVDA,NVDA,498,train
FinCastPrice_NVDA,NVDA,501,train
FinCastPrice_NVDA,NVDA,504,train
FinCastPrice_NVDA,NVDA,507,train
FinCastPrice_NVDA,NVDA,510,train
FinCastPrice_NVDA,NVDA,513,train
FinCastPrice_NVDA,NVDA,516,train
FinCastPrice_NVDA,NVDA,519,train
FinCastPrice_NVDA,NVDA,522,train
FinCastPrice_NVDA,NVDA,525,train
FinCastPrice_NVDA,NVDA,531,train
FinCastPrice_NVDA,NVDA,534,train
FinCastPrice_NVDA,NVDA,537,train
FinCastPrice_NVDA,NVDA,540,train
FinCastPrice_NVDA,NVDA,543,train
FinCastPrice_NVDA,NVDA,546,train
FinCastPrice_NVDA,NVDA,549,train
FinCastPrice_NVDA,NVDA,552,train
FinCastPrice_NVDA,NVDA,555,train
FinCastPrice_NVDA,NVDA,558,train
FinCastPrice_NVDA,NVDA,561,train
FinCastPrice_NVDA,NVDA,564,train
FinCastPrice_NVDA,NVDA,567,train
FinCastPrice_NVDA,NVDA,573,train
FinCastPrice_NVDA,NVDA,576,train
FinCastPrice_NVDA,NVDA,582,train
FinCastPrice_NVDA,NVDA,585,train
FinCastPrice_NVDA,NVDA,591,train
FinCastPrice_NVDA,NVDA,597,train
FinCastPrice_NVDA,NVDA,603,train
FinCastPrice_NVDA,NVDA,606,train
FinCastPrice_NVDA,NVDA,609,train
FinCastPrice_NVDA,NVDA,612,train
FinCastPrice_NVDA,NVDA,615,train
FinCastPrice_NVDA,NVDA,618,train
FinCastPrice_NVDA,NVDA,621,train
FinCastPrice_NVDA,NVDA,627,train
FinCastPrice_NVDA,NVDA,630,train
FinCastPrice_NVDA,NVDA,633,train
FinCastPrice_NVDA,NVDA,636,train
FinCastPrice_NVDA,NVDA,639,train
FinCastPrice_NVDA,NVDA,642,train
FinCastPrice_NVDA,NVDA,645,train
FinCastPrice_NVDA,NVDA,648,train
FinCastPrice_NVDA,NVDA,651,train
FinCastPrice_NVDA,NVDA,654,train
FinCastPrice_NVDA,NVDA,657,train
FinCastPrice_NVDA,NVDA,666,train
FinCastPrice_NVDA,NVDA,669,train
FinCastPrice_NVDA,NVDA,672,train
FinCastPrice_NVDA,NVDA,675,train
FinCastPrice_NVDA,NVDA,678,train
FinCastPrice_NVDA,NVDA,681,train
FinCastPrice_NVDA,NVDA,684,train
FinCastPrice_NVDA,NVDA,687,train
FinCastPrice_NVDA,NVDA,690,train
FinCastPrice_NVDA,NVDA,693,train
FinCastPrice_NVDA,NVDA,696,train
FinCastPrice_NVDA,NVDA,699,train
FinCastPrice_NVDA,NVDA,702,train
FinCastPrice_NVDA,NVDA,705,train
FinCastPrice_NVDA,NVDA,708,train
FinCastPrice_NVDA,NVDA,711,train
FinCastPrice_NVDA,NVDA,714,train
FinCastPrice_NVDA,NVDA,717,train
FinCastPrice_NVDA,NVDA,723,train
FinCastPrice_NVDA,NVDA,726,train
FinCastPrice_NVDA,NVDA,729,train
FinCastPrice_NVDA,NVDA,732,train
FinCastPrice_NVDA,NVDA,735,train
FinCastPrice_NVDA,NVDA,738,train
FinCastPrice_NVDA,NVDA,741,train
FinCastPrice_NVDA,NVDA,744,train
FinCastPrice_NVDA,NVDA,747,train
FinCastPrice_NVDA,NVDA,750,train
FinCastPrice_NVDA,NVDA,753,train
FinCastPrice_NVDA,NVDA,756,train
FinCastPrice_NVDA,NVDA,759,train
FinCastPrice_NVDA,NVDA,765,train
FinCastPrice_NVDA,NVDA,768,train
FinCastPrice_NVDA,NVDA,774,train
FinCastPrice_NVDA,NVDA,777,train
FinCastPrice_NVDA,NVDA,783,train
FinCastPrice_NVDA,NVDA,786,train
FinCastPrice_NVDA,NVDA,789,train
FinCastPrice_NVDA,NVDA,792,train
FinCastPrice_NVDA,NVDA,795,train
FinCastPrice_NVDA,NVDA,798,train
FinCastPrice_NVDA,NVDA,801,train
FinCastPrice_NVDA,NVDA,804,train
FinCastPrice_NVDA,NVDA,810,train
FinCastPrice_NVDA,NVDA,813,train
FinCastPrice_NVDA,NVDA,816,train
FinCastPrice_NVDA,NVDA,819,train
FinCastPrice_NVDA,NVDA,822,train
FinCastPrice_NVDA,NVDA,825,train
FinCastPrice_NVDA,NVDA,828,train
FinCastPrice_NVDA,NVDA,831,train
FinCastPrice_NVDA,NVDA,834,train
FinCastPrice_NVDA,NVDA,837,train
FinCastPrice_NVDA,NVDA,840,train
FinCastPrice_NVDA,NVDA,843,train
FinCastPrice_NVDA,NVDA,846,train
FinCastPrice_NVDA,NVDA,849,train
FinCastPrice_NVDA,NVDA,852,train
FinCastPrice_NVDA,NVDA,855,train
FinCastPrice_NVDA,NVDA,858,train
FinCastPrice_NVDA,NVDA,861,train
FinCastPrice_NVDA,NVDA,864,train
FinCastPrice_NVDA,NVDA,867,train
FinCastPrice_NVDA,NVDA,870,train
FinCastPrice_NVDA,NVDA,873,train
FinCastPrice_NVDA,NVDA,876,train
FinCastPrice_NVDA,NVDA,879,train
FinCastPrice_NVDA,NVDA,882,train
FinCastPrice_NVDA,NVDA,885,train
FinCastPrice_NVDA,NVDA,891,train
FinCastPrice_NVDA,NVDA,894,train
FinCastPrice_NVDA,NVDA,897,train
FinCastPrice_NVDA,NVDA,900,train
FinCastPrice_NVDA,NVDA,903,train
FinCastPrice_NVDA,NVDA,906,train
FinCastPrice_NVDA,NVDA,909,train
FinCastPrice_NVDA,NVDA,912,train
FinCastPrice_NVDA,NVDA,918,train
FinCastPrice_NVDA,NVDA,921,train
FinCastPrice_NVDA,NVDA,924,train
FinCastPrice_NVDA,NVDA,927,train
FinCastPrice_NVDA,NVDA,933,train
FinCastPrice_NVDA,NVDA,936,train
FinCastPrice_NVDA,NVDA,939,train
FinCastPrice_NVDA,NVDA,942,train
FinCastPrice_NVDA,NVDA,945,train
FinCastPrice_NVDA,NVDA,954,train
FinCastPrice_NVDA,NVDA,957,train
FinCastPrice_NVDA,NVDA,960,train
FinCastPrice_NVDA,NVDA,963,train
FinCastPrice_NVDA,NVDA,966,train
FinCastPrice_NVDA,NVDA,969,train
FinCastPrice_NVDA,NVDA,972,train
FinCastPrice_NVDA,NVDA,975,train
FinCastPrice_NVDA,NVDA,978,train
FinCastPrice_NVDA,NVDA,981,train
FinCastPrice_NVDA,NVDA,984,train
FinCastPrice_NVDA,NVDA,987,train
FinCastPrice_NVDA,NVDA,990,train
FinCastPrice_NVDA,NVDA,993,train
FinCastPrice_NVDA,NVDA,996,train
FinCastPrice_NVDA,NVDA,999,train
FinCastPrice_NVDA,NVDA,1002,train
FinCastPrice_NVDA,NVDA,1005,train
FinCastPrice_NVDA,NVDA,1008,train
FinCastPrice_NVDA,NVDA,1011,train
FinCastPrice_NVDA,NVDA,1014,train
FinCastPrice_NVDA,NVDA,1017,train
FinCastPrice_NVDA,NVDA,1020,train
FinCastPrice_NVDA,NVDA,1023,train
FinCastPrice_NVDA,NVDA,1026,train
FinCastPrice_NVDA,NVDA,1029,train
FinCastPrice_NVDA,NVDA,1032,train
FinCastPrice_NVDA,NVDA,1038,train
FinCastPrice_NVDA,NVDA,1041,train
FinCastPrice_NVDA,NVDA,1044,train
FinCastPrice_NVDA,NVDA,1047,train
FinCastPrice_NVDA,NVDA,1050,train
FinCastPrice_NVDA,NVDA,1053,train
FinCastPrice_NVDA,NVDA,1056,train
FinCastPrice_NVDA,NVDA,1059,train
FinCastPrice_NVDA,NVDA,1062,train
FinCastPrice_NVDA,NVDA,1065,train
FinCastPrice_NVDA,NVDA,1068,train
FinCastPrice_NVDA,NVDA,1071,train
FinCastPrice_NVDA,NVDA,1074,train
FinCastPrice_NVDA,NVDA,1077,train
FinCastPrice_NVDA,NVDA,1080,train
FinCastPrice_NVDA,NVDA,1083,train
FinCastPrice_NVDA,NVDA,1086,train
FinCastPrice_NVDA,NVDA,1089,train
FinCastPrice_NVDA,NVDA,1092,train
FinCastPrice_NVDA,NVDA,1095,train
FinCastPrice_NVDA,NVDA,1098,train
FinCastPrice_NVDA,NVDA,1101,train
FinCastPrice_NVDA,NVDA,1104,train
FinCastPrice_NVDA,NVDA,1107,train
FinCastPrice_NVDA,NVDA,1110,train
FinCastPrice_NVDA,NVDA,1113,train
FinCastPrice_NVDA,NVDA,1116,train
FinCastPrice_NVDA,NVDA,1119,train
FinCastPrice_NVDA,NVDA,1122,train
FinCastPrice_NVDA,NVDA,1125,train
FinCastPrice_NVDA,NVDA,1128,train
FinCastPrice_NVDA,NVDA,1131,train
FinCastPrice_NVDA,NVDA,1134,train
FinCastPrice_NVDA,NVDA,1137,train
FinCastPrice_NVDA,NVDA,1140,train
FinCastPrice_NVDA,NVDA,1146,train
FinCastPrice_NVDA,NVDA,1149,train
FinCastPrice_NVDA,NVDA,1152,train
FinCastPrice_NVDA,NVDA,1155,train
FinCastPrice_NVDA,NVDA,1158,train
FinCastPrice_NVDA,NVDA,1161,train
FinCastPrice_NVDA,NVDA,1164,train
FinCastPrice_NVDA,NVDA,1167,train
FinCastPrice_NVDA,NVDA,1170,train
FinCastPrice_NVDA,NVDA,1173,train
FinCastPrice_NVDA,NVDA,1176,train
FinCastPrice_NVDA,NVDA,1179,train
FinCastPrice_NVDA,NVDA,1182,train
FinCastPrice_NVDA,NVDA,1185,train
FinCastPrice_NVDA,NVDA,1188,train
FinCastPrice_NVDA,NVDA,1191,train
FinCastPrice_NVDA,NVDA,1194,train
FinCastPrice_NVDA,NVDA,1197,train
FinCastPrice_NVDA,NVDA,1200,train
FinCastPrice_NVDA,NVDA,1206,train
FinCastPrice_NVDA,NVDA,1209,train
FinCastPrice_NVDA,NVDA,1212,train
FinCastPrice_NVDA,NVDA,1215,train
FinCastPrice_NVDA,NVDA,1218,train
FinCastPrice_NVDA,NVDA,1221,train
FinCastPrice_NVDA,NVDA,1224,train
FinCastPrice_NVDA,NVDA,1227,train
FinCastPrice_NVDA,NVDA,1230,train
FinCastPrice_NVDA,NVDA,1233,train
FinCastPrice_NVDA,NVDA,1236,train
FinCastPrice_NVDA,NVDA,1239,train
FinCastPrice_NVDA,NVDA,1242,train
FinCastPrice_NVDA,NVDA,1245,train
FinCastPrice_NVDA,NVDA,1248,train
FinCastPrice_NVDA,NVDA,1251,train
FinCastPrice_NVDA,NVDA,1254,train
FinCastPrice_NVDA,NVDA,1257,train
FinCastPrice_NVDA,NVDA,1260,train
FinCastPrice_NVDA,NVDA,1263,train
FinCastPrice_NVDA,NVDA,1266,train
FinCastPrice_NVDA,NVDA,1269,train
FinCastPrice_NVDA,NVDA,1272,train
FinCastPrice_NVDA,NVDA,1278,train
FinCastPrice_NVDA,NVDA,1281,train
FinCastPrice_NVDA,NVDA,1284,train
FinCastPrice_NVDA,NVDA,1287,train
FinCastPrice_NVDA,NVDA,1290,train
FinCastPrice_NVDA,NVDA,1293,train
FinCastPrice_NVDA,NVDA,1296,train
FinCastPrice_NVDA,NVDA,1299,train
FinCastPrice_NVDA,NVDA,1302,train
FinCastPrice_NVDA,NVDA,1308,train
FinCastPrice_NVDA,NVDA,1317,train
FinCastPrice_NVDA,NVDA,1320,train
FinCastPrice_NVDA,NVDA,1323,train
FinCastPrice_NVDA,NVDA,1326,train
FinCastPrice_NVDA,NVDA,1329,train
FinCastPrice_NVDA,NVDA,1332,train
FinCastPrice_NVDA,NVDA,1335,train
FinCastPrice_NVDA,NVDA,1338,train
FinCastPrice_NVDA,NVDA,1341,train
FinCastPrice_NVDA,NVDA,1344,train
FinCastPrice_NVDA,NVDA,1347,train
FinCastPrice_NVDA,NVDA,1350,train
FinCastPrice_NVDA,NVDA,1353,train
FinCastPrice_NVDA,NVDA,1356,train
FinCastPrice_NVDA,NVDA,1359,train
FinCastPrice_NVDA,NVDA,1362,train
FinCastPrice_NVDA,NVDA,1365,train
FinCastPrice_NVDA,NVDA,1368,train
FinCastPrice_NVDA,NVDA,1371,train
FinCastPrice_NVDA,NVDA,1374,train
FinCastPrice_NVDA,NVDA,1377,train
FinCastPrice_NVDA,NVDA,1383,train
FinCastPrice_NVDA,NVDA,1386,train
FinCastPrice_NVDA,NVDA,1389,train
FinCastPrice_NVDA,NVDA,1392,train
FinCastPrice_NVDA,NVDA,1395,train
FinCastPrice_NVDA,NVDA,1398,train
FinCastPrice_NVDA,NVDA,1401,train
FinCastPrice_NVDA,NVDA,1404,train
FinCastPrice_NVDA,NVDA,1407,train
FinCastPrice_NVDA,NVDA,1413,train
FinCastPrice_NVDA,NVDA,1416,train
FinCastPrice_NVDA,NVDA,1419,train
FinCastPrice_NVDA,NVDA,1422,train
FinCastPrice_NVDA,NVDA,1425,train
FinCastPrice_NVDA,NVDA,1428,train
FinCastPrice_NVDA,NVDA,1431,train
FinCastPrice_NVDA,NVDA,1434,train
FinCastPrice_NVDA,NVDA,1437,train
FinCastPrice_NVDA,NVDA,1440,train
FinCastPrice_NVDA,NVDA,1443,train
FinCastPrice_NVDA,NVDA,1446,train
FinCastPrice_NVDA,NVDA,1449,train
FinCastPrice_NVDA,NVDA,1452,train
FinCastPrice_NVDA,NVDA,1455,train
FinCastPrice_NVDA,NVDA,1458,train
FinCastPrice_NVDA,NVDA,1461,train
FinCastPrice_NVDA,NVDA,1464,train
FinCastPrice_NVDA,NVDA,1467,train
FinCastPrice_NVDA,NVDA,1470,train
FinCastPrice_NVDA,NVDA,1473,train
FinCastPrice_NVDA,NVDA,1476,train
FinCastPrice_NVDA,NVDA,1479,train
FinCastPrice_NVDA,NVDA,1482,train
FinCastPrice_NVDA,NVDA,1485,train
FinCastPrice_NVDA,NVDA,1488,train
FinCastPrice_NVDA,NVDA,1491,train
FinCastPrice_NVDA,NVDA,1494,train
FinCastPrice_NVDA,NVDA,1497,train
FinCastPrice_NVDA,NVDA,1503,train
FinCastPrice_NVDA,NVDA,1509,train
FinCastPrice_NVDA,NVDA,1515,train
FinCastPrice_NVDA,NVDA,1518,train
FinCastPrice_NVDA,NVDA,1527,train
FinCastPrice_NVDA,NVDA,1530,train
FinCastPrice_NVDA,NVDA,1533,train
FinCastPrice_NVDA,NVDA,1536,train
FinCastPrice_NVDA,NVDA,1539,train
FinCastPrice_NVDA,NVDA,1542,train
FinCastPrice_NVDA,NVDA,1545,train
FinCastPrice_NVDA,NVDA,1548,train
FinCastPrice_NVDA,NVDA,1551,train
FinCastPrice_NVDA,NVDA,1560,train
FinCastPrice_NVDA,NVDA,1563,train
FinCastPrice_NVDA,NVDA,1566,train
FinCastPrice_NVDA,NVDA,1569,train
FinCastPrice_NVDA,NVDA,1575,train
FinCastPrice_NVDA,NVDA,1578,train
FinCastPrice_NVDA,NVDA,1581,train
FinCastPrice_NVDA,NVDA,1584,train
FinCastPrice_NVDA,NVDA,1587,train
FinCastPrice_NVDA,NVDA,1590,train
FinCastPrice_NVDA,NVDA,1593,train
FinCastPrice_NVDA,NVDA,1596,train
FinCastPrice_NVDA,NVDA,1599,train
FinCastPrice_NVDA,NVDA,1602,train
FinCastPrice_NVDA,NVDA,1605,train
FinCastPrice_NVDA,NVDA,1608,train
FinCastPrice_NVDA,NVDA,1611,train
FinCastPrice_NVDA,NVDA,1614,train
FinCastPrice_NVDA,NVDA,1617,train
FinCastPrice_NVDA,NVDA,1620,train
FinCastPrice_NVDA,NVDA,1623,train
FinCastPrice_NVDA,NVDA,1626,train
FinCastPrice_NVDA,NVDA,1629,train
FinCastPrice_NVDA,NVDA,1632,train
FinCastPrice_NVDA,NVDA,1635,train
FinCastPrice_NVDA,NVDA,1638,train
FinCastPrice_NVDA,NVDA,1644,train
FinCastPrice_NVDA,NVDA,1647,train
FinCastPrice_NVDA,NVDA,1650,train
FinCastPrice_NVDA,NVDA,1653,train
FinCastPrice_NVDA,NVDA,1656,train
FinCastPrice_NVDA,NVDA,1659,train
FinCastPrice_NVDA,NVDA,1665,train
FinCastPrice_NVDA,NVDA,1668,train
FinCastPrice_NVDA,NVDA,1671,train
FinCastPrice_NVDA,NVDA,1674,train
FinCastPrice_NVDA,NVDA,1677,train
FinCastPrice_NVDA,NVDA,1683,train
FinCastPrice_NVDA,NVDA,1689,train
FinCastPrice_NVDA,NVDA,1692,train
FinCastPrice_NVDA,NVDA,1695,train
FinCastPrice_NVDA,NVDA,1698,train
FinCastPrice_NVDA,NVDA,1701,train
FinCastPrice_NVDA,NVDA,1704,train
FinCastPrice_NVDA,NVDA,1707,train
FinCastPrice_NVDA,NVDA,1710,train
FinCastPrice_NVDA,NVDA,1713,train
FinCastPrice_NVDA,NVDA,1716,train
FinCastPrice_NVDA,NVDA,1719,train
FinCastPrice_NVDA,NVDA,1722,train
FinCastPrice_NVDA,NVDA,1725,train
FinCastPrice_NVDA,NVDA,1728,train
FinCastPrice_NVDA,NVDA,1731,train
FinCastPrice_NVDA,NVDA,1734,train
FinCastPrice_NVDA,NVDA,1737,train
FinCastPrice_NVDA,NVDA,1740,train
FinCastPrice_NVDA,NVDA,1743,train
FinCastPrice_NVDA,NVDA,1746,train
FinCastPrice_NVDA,NVDA,1749,train
FinCastPrice_NVDA,NVDA,1752,train
FinCastPrice_NVDA,NVDA,1755,train
FinCastPrice_NVDA,NVDA,1758,train
FinCastPrice_NVDA,NVDA,1761,train
FinCastPrice_NVDA,NVDA,1764,train
FinCastPrice_NVDA,NVDA,1767,train
FinCastPrice_NVDA,NVDA,1770,train
FinCastPrice_NVDA,NVDA,1773,train
FinCastPrice_NVDA,NVDA,1776,train
FinCastPrice_NVDA,NVDA,1782,train
FinCastPrice_NVDA,NVDA,1785,train
FinCastPrice_NVDA,NVDA,1788,train
FinCastPrice_NVDA,NVDA,1791,train
FinCastPrice_NVDA,NVDA,1794,train
FinCastPrice_NVDA,NVDA,1797,train
FinCastPrice_NVDA,NVDA,1800,train
FinCastPrice_NVDA,NVDA,1803,train
FinCastPrice_NVDA,NVDA,1809,train
FinCastPrice_NVDA,NVDA,1812,train
FinCastPrice_NVDA,NVDA,1818,train
FinCastPrice_NVDA,NVDA,1821,train
FinCastPrice_NVDA,NVDA,1824,train
FinCastPrice_NVDA,NVDA,1827,train
FinCastPrice_NVDA,NVDA,1830,train
FinCastPrice_NVDA,NVDA,1833,train
FinCastPrice_NVDA,NVDA,1836,train
FinCastPrice_NVDA,NVDA,1839,train
FinCastPrice_NVDA,NVDA,1842,train
FinCastPrice_NVDA,NVDA,1851,train
FinCastPrice_NVDA,NVDA,1860,train
FinCastPrice_NVDA,NVDA,1863,train
FinCastPrice_NVDA,NVDA,1866,train
FinCastPrice_NVDA,NVDA,1869,train
FinCastPrice_NVDA,NVDA,1872,train
FinCastPrice_NVDA,NVDA,1875,train
FinCastPrice_NVDA,NVDA,1878,train
FinCastPrice_NVDA,NVDA,1881,train
FinCastPrice_NVDA,NVDA,1884,train
FinCastPrice_NVDA,NVDA,1890,train
FinCastPrice_NVDA,NVDA,1893,train
FinCastPrice_NVDA,NVDA,1896,train
FinCastPrice_NVDA,NVDA,1899,train
FinCastPrice_NVDA,NVDA,1902,train
FinCastPrice_NVDA,NVDA,1908,train
FinCastPrice_NVDA,NVDA,1911,train
FinCastPrice_NVDA,NVDA,1914,train
FinCastPrice_NVDA,NVDA,1917,train
FinCastPrice_NVDA,NVDA,1920,train
FinCastPrice_NVDA,NVDA,1923,train
FinCastPrice_NVDA,NVDA,1926,train
FinCastPrice_NVDA,NVDA,1929,train
FinCastPrice_NVDA,NVDA,1932,train
FinCastPrice_NVDA,NVDA,1935,train
FinCastPrice_NVDA,NVDA,1938,train
FinCastPrice_NVDA,NVDA,1941,train
FinCastPrice_NVDA,NVDA,1944,train
FinCastPrice_NVDA,NVDA,1947,train
FinCastPrice_NVDA,NVDA,1950,train
FinCastPrice_NVDA,NVDA,1953,train
FinCastPrice_NVDA,NVDA,1956,train
FinCastPrice_NVDA,NVDA,1959,train
FinCastPrice_NVDA,NVDA,1962,train
FinCastPrice_NVDA,NVDA,1965,train
FinCastPrice_NVDA,NVDA,1968,train
FinCastPrice_NVDA,NVDA,1974,train
FinCastPrice_NVDA,NVDA,1977,train
FinCastPrice_NVDA,NVDA,1980,train
FinCastPrice_NVDA,NVDA,1983,train
FinCastPrice_NVDA,NVDA,1986,train
FinCastPrice_NVDA,NVDA,1989,train
FinCastPrice_NVDA,NVDA,1992,train
FinCastPrice_NVDA,NVDA,1995,train
FinCastPrice_NVDA,NVDA,1998,train
FinCastPrice_NVDA,NVDA,2001,train
FinCastPrice_NVDA,NVDA,2007,train
FinCastPrice_NVDA,NVDA,2010,train
FinCastPrice_NVDA,NVDA,2013,train
FinCastPrice_NVDA,NVDA,2016,train
FinCastPrice_NVDA,NVDA,2019,train
FinCastPrice_NVDA,NVDA,2022,train
FinCastPrice_NVDA,NVDA,2025,train
FinCastPrice_NVDA,NVDA,2028,train
FinCastPrice_NVDA,NVDA,2031,train
FinCastPrice_NVDA,NVDA,2034,train
FinCastPrice_NVDA,NVDA,2037,train
FinCastPrice_NVDA,NVDA,2040,train
FinCastPrice_NVDA,NVDA,2043,train
FinCastPrice_NVDA,NVDA,2046,train
FinCastPrice_NVDA,NVDA,2049,train
FinCastPrice_NVDA,NVDA,2055,train
FinCastPrice_NVDA,NVDA,2058,train
FinCastPrice_NVDA,NVDA,2061,train
